date;N10D;GPRD;GPRD_ACT;GPRD_THREAT
06.10.2017;831;151.48;79.48;212.14
07.10.2017;1127;79.36;35.16;112.43
08.10.2017;450;95.70;88.06;110.18
09.10.2017;702;61.34;9.41;94.17
10.10.2017;794;95.96;83.18;97.14
11.10.2017;776;115.26;25.53;177.48
12.10.2017;771;85.93;85.66;92.89
13.10.2017;824;68.34;48.09;86.91
14.10.2017;1133;87.71;17.49;131.28
15.10.2017;437;98.54;90.68;113.46
16.10.2017;746;111.01;115.10;118.16
17.10.2017;736;108.02;98.71;142.22
18.10.2017;870;118.03;189.79;88.65
19.10.2017;821;121.04;80.45;154.33
20.10.2017;871;72.26;45.50;88.55
21.10.2017;1032;60.99;89.60;26.69
22.10.2017;455;36.40;29.03;36.32
23.10.2017;637;104.01;93.32;121.08
24.10.2017;752;110.13;52.70;139.19
25.10.2017;751;119.09;79.15;139.38
26.10.2017;791;83.76;25.05;125.36
27.10.2017;838;94.87;63.05;124.91
28.10.2017;1116;62.33;23.67;88.85
29.10.2017;534;49.63;24.74;72.22
30.10.2017;680;97.43;87.42;89.12
31.10.2017;728;68.25;81.65;52.97
01.11.2017;786;75.86;58.82;77.10
02.11.2017;774;188.31;307.20;85.41
03.11.2017;826;88.23;63.97;93.37
04.11.2017;1132;43.89;35.01;48.67
05.11.2017;471;105.50;112.18;116.96
06.11.2017;725;132.50;118.43;151.97
07.11.2017;817;113.53;72.76;148.35
08.11.2017;750;181.09;105.68;257.09
09.11.2017;816;109.61;72.85;135.02
10.11.2017;862;107.60;114.93;108.65
11.11.2017;1150;51.85;80.41;33.53
12.11.2017;445;59.55;29.68;74.28
13.11.2017;718;83.04;101.19;69.05
14.11.2017;801;111.66;98.95;158.19
15.11.2017;829;71.93;95.61;66.45
16.11.2017;861;119.27;38.36;179.15
17.11.2017;874;49.27;22.67;81.94
18.11.2017;1106;26.96;23.89;24.91
19.11.2017;436;60.78;75.74;50.54
20.11.2017;697;57.03;9.48;86.94
21.11.2017;709;144.84;121.10;194.25
22.11.2017;739;143.44;80.44;186.37
23.11.2017;749;48.65;52.91;44.13
24.11.2017;715;74.13;92.37;61.64
25.11.2017;953;55.61;90.10;23.12
26.11.2017;403;16.44;32.78;13.67
27.11.2017;686;164.18;182.93;136.52
28.11.2017;751;101.45;17.59;154.05
29.11.2017;763;99.85;51.94;129.96
30.11.2017;772;111.56;42.78;171.26
01.12.2017;873;110.04;45.39;151.45
02.12.2017;1084;21.39;24.37;15.25
03.12.2017;478;34.65;13.82;46.10
04.12.2017;720;64.41;64.21;68.86
05.12.2017;721;133.24;100.77;145.17
06.12.2017;790;109.02;58.52;146.44
07.12.2017;769;64.61;8.59;100.29
08.12.2017;818;89.09;121.11;80.82
09.12.2017;1136;55.40;69.77;38.80
10.12.2017;447;96.34;103.43;98.60
11.12.2017;650;142.70;91.45;161.03
12.12.2017;780;97.68;118.55;77.69
13.12.2017;908;80.26;65.47;91.01
14.12.2017;732;104.08;45.11;135.47
15.12.2017;801;90.98;82.46;123.80
16.12.2017;1065;37.32;24.81;41.38
17.12.2017;373;53.29;53.12;73.85
18.12.2017;639;67.39;41.34;103.46
19.12.2017;674;78.64;49.00;98.08
20.12.2017;712;93.05;64.93;108.32
21.12.2017;739;94.13;35.75;134.18
22.12.2017;710;69.98;37.21;93.11
23.12.2017;789;67.18;25.11;97.75
24.12.2017;333;89.53;79.34;99.26
25.12.2017;180;73.61;36.69;122.42
26.12.2017;372;97.95;124.28;74.05
27.12.2017;602;115.55;65.83;137.27
28.12.2017;593;128.48;111.38;130.06
29.12.2017;654;121.56;171.68;67.39
30.12.2017;777;93.79;51.00;134.71
31.12.2017;417;47.66;15.84;66.06
01.01.2018;343;96.58;57.77;112.43
02.01.2018;632;188.69;94.05;278.94
03.01.2018;672;138.02;147.43;172.16
04.01.2018;679;146.36;77.82;194.72
05.01.2018;747;66.52;88.42;59.00
06.01.2018;1049;78.95;50.37;94.53
07.01.2018;435;30.46;45.55;12.66
08.01.2018;645;82.17;92.16;68.33
09.01.2018;730;77.14;63.33;90.56
10.01.2018;739;71.72;44.69;82.00
11.01.2018;763;95.51;60.59;108.30
12.01.2018;791;167.51;116.90;222.87
13.01.2018;1107;83.79;29.83;124.41
14.01.2018;419;63.25;0.00;105.18
15.01.2018;618;58.96;53.44;62.40
16.01.2018;733;58.75;45.05;60.13
17.01.2018;749;128.26;79.36;154.46
18.01.2018;720;82.81;137.60;91.82
19.01.2018;811;102.11;105.87;88.31
20.01.2018;1105;68.95;29.89;99.71
21.01.2018;418;71.32;79.00;52.72
22.01.2018;688;130.00;153.60;96.09
23.01.2018;719;129.00;110.23;153.24
24.01.2018;826;136.35;143.93;153.40
25.01.2018;763;82.49;34.63;108.30
26.01.2018;805;65.84;57.43;88.97
27.01.2018;1072;43.26;24.64;56.53
28.01.2018;306;32.48;43.17;54.01
29.01.2018;650;76.44;101.61;50.85
30.01.2018;760;95.89;69.52;101.48
31.01.2018;841;102.41;117.80;111.36
01.02.2018;823;52.32;48.15;73.63
02.02.2018;855;30.99;23.17;45.10
03.02.2018;460;72.01;14.36;119.76
04.02.2018;434;53.43;60.87;63.47
05.02.2018;705;84.58;84.32;78.14
06.02.2018;759;56.74;34.81;79.84
07.02.2018;780;76.44;59.27;77.69
08.02.2018;815;93.48;72.94;101.39
09.02.2018;827;72.10;55.90;79.94
10.02.2018;1092;36.40;36.29;35.31
11.02.2018;445;44.66;59.37;49.52
12.02.2018;745;124.50;124.12;147.89
13.02.2018;767;73.42;68.89;79.01
14.02.2018;795;37.50;24.92;41.58
15.02.2018;808;69.70;40.87;95.45
16.02.2018;686;53.12;48.14;48.18
17.02.2018;1106;50.92;23.89;74.72
18.02.2018;511;64.83;64.63;64.69
19.02.2018;579;91.54;57.04;142.72
20.02.2018;725;91.38;100.21;75.99
21.02.2018;689;72.12;28.76;95.95
22.02.2018;739;53.79;53.62;44.73
23.02.2018;840;74.93;78.63;72.14
24.02.2018;1154;48.80;40.06;47.74
25.02.2018;445;37.22;59.37;12.38
26.02.2018;733;90.38;45.05;120.25
27.02.2018;707;65.60;37.37;77.92
28.02.2018;803;70.13;57.58;89.19
01.03.2018;707;93.71;112.10;70.13
02.03.2018;810;151.31;48.92;224.44
03.03.2018;1125;47.11;70.45;44.07
04.03.2018;475;55.79;55.62;69.59
05.03.2018;827;108.15;79.86;119.91
06.03.2018;749;88.45;44.09;110.33
07.03.2018;790;134.18;58.52;195.26
08.03.2018;843;106.10;39.17;150.31
09.03.2018;851;101.21;62.09;135.94
10.03.2018;1025;106.65;25.77;161.24
11.03.2018;456;72.64;43.45;120.81
12.03.2018;780;135.90;42.34;197.76
13.03.2018;831;119.59;63.58;145.85
14.03.2018;802;95.00;24.71;151.12
15.03.2018;787;189.41;75.53;287.00
16.03.2018;860;173.33;38.40;275.45
17.03.2018;1069;86.77;30.89;118.53
18.03.2018;430;61.63;30.72;76.87
19.03.2018;696;95.19;66.43;110.81
20.03.2018;639;134.78;62.02;181.05
21.03.2018;735;171.26;107.83;232.35
22.03.2018;838;162.07;110.34;184.07
23.03.2018;827;84.12;71.88;93.26
24.03.2018;1092;148.64;133.06;171.53
25.03.2018;546;54.60;60.48;40.36
26.03.2018;692;81.38;38.18;103.49
27.03.2018;693;90.82;95.31;119.24
28.03.2018;760;91.53;86.90;101.48
29.03.2018;749;176.91;105.82;213.30
30.03.2018;615;48.48;32.22;62.70
31.03.2018;1105;119.91;89.66;149.57
01.04.2018;443;44.87;44.73;37.31
02.04.2018;690;139.22;105.29;151.70
03.04.2018;658;105.72;120.45;83.72
04.04.2018;750;70.67;79.26;58.76
05.04.2018;767;69.10;34.44;93.37
06.04.2018;824;100.50;104.20;120.34
07.04.2018;1043;101.63;107.65;100.36
08.04.2018;471;84.40;126.21;70.18
09.04.2018;713;102.21;120.42;115.90
10.04.2018;761;213.29;234.33;188.22
11.04.2018;808;102.49;49.05;136.36
12.04.2018;782;296.52;320.95;302.92
13.04.2018;845;117.61;93.80;136.91
14.04.2018;1108;95.67;101.34;114.36
15.04.2018;448;96.12;147.43;86.08
16.04.2018;682;194.29;193.69;226.18
17.04.2018;780;178.37;59.27;261.32
18.04.2018;735;234.36;26.96;367.27
19.04.2018;758;214.14;174.27;225.30
20.04.2018;839;71.07;31.49;91.93
21.04.2018;1103;48.05;11.98;74.92
22.04.2018;452;29.31;0.00;48.75
23.04.2018;711;88.52;74.31;100.73
24.04.2018;682;150.57;58.11;218.10
25.04.2018;789;193.13;117.19;244.38
26.04.2018;770;146.27;85.78;207.48
27.04.2018;866;91.80;53.39;114.51
28.04.2018;1095;93.78;42.22;130.81
29.04.2018;441;52.58;14.98;74.95
30.04.2018;714;134.54;111.00;138.88
01.05.2018;725;155.35;72.88;197.56
02.05.2018;781;186.62;160.68;239.83
03.05.2018;740;125.34;44.63;193.56
04.05.2018;834;139.02;23.76;217.98
05.05.2018;1079;64.47;24.48;86.80
06.05.2018;433;22.95;15.25;38.17
07.05.2018;665;79.70;39.73;99.41
08.05.2018;687;125.37;48.07;168.40
09.05.2018;746;284.19;132.80;413.54
10.05.2018;809;233.39;73.48;367.72
11.05.2018;830;163.63;79.58;225.67
12.05.2018;995;99.88;66.38;132.88
13.05.2018;438;98.32;75.40;125.78
14.05.2018;685;125.73;77.14;184.97
15.05.2018;794;112.64;66.55;159.58
16.05.2018;748;150.57;123.62;147.30
17.05.2018;781;152.69;67.65;218.67
18.05.2018;824;92.46;80.15;106.97
19.05.2018;1014;55.54;39.08;65.20
20.05.2018;470;35.24;28.11;35.16
21.05.2018;659;125.67;60.13;175.55
22.05.2018;688;81.85;28.80;120.11
23.05.2018;795;179.17;99.69;214.82
24.05.2018;798;153.59;16.55;248.53
25.05.2018;872;140.56;37.87;214.80
26.05.2018;1102;108.21;47.95;139.97
27.05.2018;432;84.35;45.87;102.02
28.05.2018;549;102.57;36.09;140.48
29.05.2018;651;71.24;10.15;110.01
30.05.2018;817;141.91;105.09;202.29
31.05.2018;755;92.14;104.98;80.26
01.06.2018;836;186.23;63.20;263.59
02.06.2018;1059;90.71;68.60;119.65
03.06.2018;425;54.56;77.70;51.85
04.06.2018;680;146.14;29.14;218.74
05.06.2018;614;178.04;64.54;242.25
06.06.2018;793;108.61;33.32;159.78
07.06.2018;784;88.73;42.12;119.46
08.06.2018;884;116.16;44.83;155.80
09.06.2018;1122;79.71;35.32;108.02
10.06.2018;471;91.43;56.09;128.66
11.06.2018;687;135.01;48.07;192.45
12.06.2018;765;155.89;69.07;208.84
13.06.2018;823;140.87;56.18;200.81
14.06.2018;826;188.49;135.93;220.09
15.06.2018;852;69.98;23.26;96.99
16.06.2018;1108;125.57;137.10;134.24
17.06.2018;405;24.54;32.62;27.20
18.06.2018;774;47.08;34.13;56.94
19.06.2018;733;99.42;36.04;142.80
20.06.2018;819;121.34;72.58;141.26
21.06.2018;814;93.60;73.03;121.82
22.06.2018;867;57.31;22.85;82.60
23.06.2018;1116;29.68;29.59;29.62
24.06.2018;484;47.91;40.94;79.68
25.06.2018;717;87.78;64.48;107.57
26.06.2018;700;137.23;56.61;212.49
27.06.2018;837;130.60;63.13;164.55
28.06.2018;824;88.44;64.12;100.29
29.06.2018;869;141.04;98.81;164.83
30.06.2018;944;38.60;13.99;52.52
01.07.2018;447;59.29;44.33;61.62
02.07.2018;727;123.03;72.68;143.98
03.07.2018;722;146.82;137.22;129.71
04.07.2018;673;49.22;19.63;65.49
05.07.2018;748;119.57;97.13;117.84
06.07.2018;826;128.33;63.97;166.74
07.07.2018;1042;82.66;44.37;105.74
08.07.2018;438;68.07;30.16;88.04
09.07.2018;719;170.47;174.53;137.92
10.07.2018;761;121.88;78.11;144.78
11.07.2018;767;125.25;68.89;150.83
12.07.2018;824;172.86;88.17;247.37
13.07.2018;924;125.48;164.40;119.24
14.07.2018;1094;102.95;126.78;135.96
15.07.2018;475;104.61;139.05;115.98
16.07.2018;687;168.76;115.37;232.55
17.07.2018;723;100.80;91.35;114.29
18.07.2018;748;88.57;44.15;117.84
19.07.2018;741;143.05;169.35;118.95
20.07.2018;796;54.10;16.59;76.13
21.07.2018;1033;121.86;25.57;191.99
22.07.2018;410;72.71;80.55;94.06
23.07.2018;676;161.71;87.93;195.59
24.07.2018;699;161.13;94.49;189.15
25.07.2018;756;105.16;69.89;153.03
26.07.2018;737;107.87;161.31;82.22
27.07.2018;805;119.33;106.66;143.71
28.07.2018;1033;38.48;51.15;26.67
29.07.2018;423;23.49;46.84;13.02
30.07.2018;641;118.86;51.52;154.70
31.07.2018;693;109.94;76.25;119.24
01.08.2018;757;140.03;61.07;189.21
02.08.2018;761;121.88;78.11;144.78
03.08.2018;784;147.88;42.12;231.88
04.08.2018;978;84.68;40.52;112.66
05.08.2018;430;53.93;15.36;89.68
06.08.2018;591;162.55;111.76;177.11
07.08.2018;661;200.46;89.93;258.36
08.08.2018;693;129.06;66.71;166.94
09.08.2018;756;170.89;34.95;262.33
10.08.2018;815;121.94;64.83;162.23
11.08.2018;974;156.45;88.15;231.90
12.08.2018;425;85.74;77.70;103.70
13.08.2018;651;142.48;81.16;169.25
14.08.2018;680;136.40;77.70;186.33
15.08.2018;684;111.39;67.59;128.87
16.08.2018;672;128.16;88.46;155.76
17.08.2018;773;107.13;34.18;156.79
18.08.2018;965;54.92;75.29;34.25
19.08.2018;406;57.11;48.80;54.28
20.08.2018;589;106.86;168.20;112.24
21.08.2018;632;152.00;52.25;209.20
22.08.2018;694;119.33;66.62;158.76
23.08.2018;716;120.29;147.59;123.11
24.08.2018;745;44.46;35.46;51.76
25.08.2018;953;72.99;76.24;57.81
26.08.2018;458;43.40;0.00;72.17
27.08.2018;575;109.46;57.43;182.04
28.08.2018;616;134.44;32.17;214.64
29.08.2018;734;139.90;143.97;165.12
30.08.2018;692;86.17;38.18;119.41
31.08.2018;801;62.03;41.23;68.78
01.09.2018;1032;80.25;115.20;58.72
02.09.2018;472;49.13;55.97;35.01
03.09.2018;598;94.17;55.22;119.76
04.09.2018;692;14.36;9.54;15.92
05.09.2018;771;85.93;102.80;64.31
06.09.2018;746;97.69;35.41;132.93
07.09.2018;754;87.87;35.04;124.21
08.09.2018;1111;59.63;77.28;39.67
09.09.2018;488;47.52;54.14;33.87
10.09.2018;777;55.42;25.50;70.90
11.09.2018;769;81.84;120.24;35.82
12.09.2018;819;80.89;80.64;67.27
13.09.2018;773;68.57;51.27;99.78
14.09.2018;868;118.31;76.09;133.28
15.09.2018;1097;63.41;42.15;70.31
16.09.2018;458;7.23;0.00;12.03
17.09.2018;691;91.08;19.12;143.51
18.09.2018;694;105.01;47.58;134.95
19.09.2018;791;58.63;16.70;90.54
20.09.2018;798;107.93;24.83;165.68
21.09.2018;786;113.79;92.43;119.15
22.09.2018;1139;37.81;17.40;48.37
23.09.2018;474;27.95;27.87;34.87
24.09.2018;739;143.44;116.19;193.82
25.09.2018;833;95.44;55.50;125.66
26.09.2018;842;110.16;7.84;176.65
27.09.2018;854;73.70;23.20;103.21
28.09.2018;854;81.46;15.47;122.57
29.09.2018;1128;44.05;58.55;24.42
30.09.2018;457;36.24;28.90;48.22
01.10.2018;768;120.77;129.00;100.42
02.10.2018;736;36.01;35.90;29.94
03.10.2018;842;94.42;78.44;130.86
04.10.2018;816;69.01;48.56;87.77
05.10.2018;847;78.22;54.58;110.57
06.10.2018;1045;50.72;56.88;79.08
07.10.2018;467;42.56;28.29;70.78
08.10.2018;742;49.11;35.61;51.97
09.10.2018;691;95.88;19.12;143.51
10.10.2018;763;104.20;112.53;101.08
11.10.2018;811;130.71;57.01;176.61
12.10.2018;837;87.07;31.56;125.06
13.10.2018;1102;48.10;35.96;59.99
14.10.2018;486;81.79;40.77;113.35
15.10.2018;701;122.86;47.11;172.89
16.10.2018;689;134.62;105.45;143.92
17.10.2018;731;117.82;18.07;188.41
18.10.2018;730;127.06;126.67;120.75
19.10.2018;811;106.20;48.86;135.86
20.10.2018;1114;86.23;11.86;133.52
21.10.2018;472;35.09;13.99;46.69
22.10.2018;750;83.92;8.81;132.22
23.10.2018;761;108.82;86.79;130.31
24.10.2018;727;127.58;63.59;204.60
25.10.2018;775;141.05;127.83;135.06
26.10.2018;812;159.10;89.47;196.75
27.10.2018;982;94.45;87.44;84.15
28.10.2018;454;51.07;58.19;48.54
29.10.2018;667;94.36;69.32;99.11
30.10.2018;815;109.74;89.14;114.91
31.10.2018;772;81.53;102.66;114.18
01.11.2018;751;101.45;61.56;117.37
02.11.2018;833;103.39;31.72;158.72
03.11.2018;1106;47.92;35.83;59.77
04.11.2018;523;44.34;25.26;63.20
05.11.2018;751;114.68;35.18;176.05
06.11.2018;741;62.59;35.65;81.78
07.11.2018;802;140.43;32.94;206.07
08.11.2018;817;60.82;64.67;60.69
09.11.2018;782;114.37;118.24;126.81
10.11.2018;1145;37.61;17.31;48.11
11.11.2018;440;22.59;15.01;25.04
12.11.2018;620;42.74;63.92;26.66
13.11.2018;745;142.28;97.52;162.68
14.11.2018;794;33.38;24.95;34.69
15.11.2018;806;106.86;57.36;157.20
16.11.2018;818;44.55;24.22;67.35
17.11.2018;1090;45.59;36.36;45.49
18.11.2018;476;34.80;13.88;46.29
19.11.2018;714;55.67;37.00;61.73
20.11.2018;799;58.04;24.80;89.63
21.11.2018;822;84.63;72.31;113.93
22.11.2018;680;58.46;0.00;97.22
23.11.2018;759;135.30;95.72;174.20
24.11.2018;993;70.05;26.61;99.86
25.11.2018;426;62.21;77.52;38.80
26.11.2018;687;101.26;105.75;112.27
27.11.2018;714;129.90;92.50;162.03
28.11.2018;788;100.89;50.29;146.81
29.11.2018;828;96.02;63.81;119.76
30.11.2018;862;142.19;30.65;223.68
01.12.2018;1059;53.18;6.24;88.44
02.12.2018;464;21.42;14.23;23.75
03.12.2018;726;50.19;45.49;45.53
04.12.2018;698;99.66;37.85;134.17
05.12.2018;801;103.39;24.74;151.31
06.12.2018;757;131.28;113.42;160.10
07.12.2018;794;196.08;124.77;235.90
08.12.2018;1079;76.75;48.97;86.80
09.12.2018;465;35.62;28.41;35.54
10.12.2018;692;90.95;28.63;135.34
11.12.2018;764;95.39;60.51;122.58
12.12.2018;732;85.98;54.14;112.89
13.12.2018;752;132.15;114.18;131.86
14.12.2018;800;120.08;99.07;144.61
15.12.2018;992;76.80;73.24;88.85
16.12.2018;422;39.25;46.95;39.16
17.12.2018;637;72.80;51.84;86.48
18.12.2018;688;72.22;38.40;88.08
19.12.2018;744;62.33;26.63;81.45
20.12.2018;733;162.69;108.13;195.41
21.12.2018;756;210.32;157.26;247.76
22.12.2018;931;64.05;92.23;41.42
23.12.2018;405;81.79;48.92;108.82
24.12.2018;536;111.24;123.22;92.50
25.12.2018;202;65.60;98.09;27.27
26.12.2018;420;63.10;62.90;52.47
27.12.2018;548;30.22;12.05;40.21
28.12.2018;617;102.01;64.23;133.93
29.12.2018;683;58.20;67.69;40.33
30.12.2018;407;32.56;48.68;13.54
31.12.2018;535;86.68;86.42;113.27
01.01.2019;356;83.74;92.76;77.37
02.01.2019;663;189.86;99.62;249.28
03.01.2019;698;9.49;9.46;7.89
04.01.2019;736;99.02;62.82;112.28
05.01.2019;982;40.48;26.90;61.71
06.01.2019;409;40.50;0.00;67.35
07.01.2019;717;83.16;46.06;99.88
08.01.2019;732;67.88;27.07;90.31
09.01.2019;747;106.43;79.58;132.75
10.01.2019;776;76.84;42.56;92.29
11.01.2019;818;101.24;113.04;127.96
12.01.2019;1088;51.76;6.07;86.08
13.01.2019;439;37.73;15.04;50.20
14.01.2019;705;89.27;46.84;117.21
15.01.2019;743;102.54;35.56;140.88
16.01.2019;857;92.77;77.07;96.42
17.01.2019;763;160.64;138.50;194.95
18.01.2019;734;112.83;107.98;112.58
19.01.2019;1039;22.32;12.71;31.81
20.01.2019;554;47.83;23.84;69.61
21.01.2019;655;70.80;60.50;75.70
22.01.2019;778;144.77;101.87;191.19
23.01.2019;797;58.19;66.30;96.77
24.01.2019;798;91.32;82.77;110.46
25.01.2019;836;91.14;47.40;131.79
26.01.2019;1073;40.13;49.24;30.81
27.01.2019;438;75.63;75.40;88.04
28.01.2019;655;101.15;20.17;151.39
29.01.2019;751;101.45;43.97;139.38
30.01.2019;801;173.69;57.72;254.47
31.01.2019;805;148.14;32.82;232.68
01.02.2019;875;113.57;67.93;138.51
02.02.2019;1092;75.84;18.14;110.99
03.02.2019;443;82.25;44.73;111.92
04.02.2019;681;179.98;29.10;291.23
05.02.2019;716;106.41;18.45;161.58
06.02.2019;739;103.10;35.75;156.55
07.02.2019;788;92.48;33.53;139.82
08.02.2019;850;62.35;85.47;38.89
09.02.2019;1092;30.33;18.14;35.31
10.02.2019;423;39.16;31.23;39.07
11.02.2019;652;96.53;91.17;84.49
12.02.2019;670;69.22;29.57;90.45
13.02.2019;784;88.73;25.27;133.51
14.02.2019;779;76.54;25.44;113.15
15.02.2019;799;145.11;165.33;158.58
16.02.2019;967;61.66;47.81;91.15
17.02.2019;461;86.23;42.98;119.50
18.02.2019;592;67.15;22.31;102.36
19.02.2019;682;116.57;116.21;153.48
20.02.2019;638;171.34;124.23;198.60
21.02.2019;739;116.55;62.56;156.55
22.02.2019;811;69.44;40.72;88.31
23.02.2019;918;46.91;14.39;66.01
24.02.2019;486;74.98;13.59;124.69
25.02.2019;691;139.02;76.47;167.42
26.02.2019;716;124.92;64.57;184.66
27.02.2019;784;160.56;117.94;189.72
28.02.2019;774;162.63;153.60;220.65
01.03.2019;790;184.50;66.88;278.94
02.03.2019;1056;131.75;50.04;208.67
03.03.2019;426;77.76;108.53;64.66
04.03.2019;684;62.96;77.25;72.49
05.03.2019;707;103.08;37.37;140.26
06.03.2019;736;81.01;44.87;104.79
07.03.2019;800;91.10;74.30;123.95
08.03.2019;843;55.01;62.68;39.21
09.03.2019;1096;81.61;48.21;95.50
10.03.2019;428;23.22;30.86;12.87
11.03.2019;664;44.90;49.73;41.48
12.03.2019;752;101.32;96.61;87.91
13.03.2019;776;115.26;110.65;106.49
14.03.2019;795;66.67;74.77;62.37
15.03.2019;813;61.12;56.87;54.21
16.03.2019;1096;81.61;48.21;95.50
17.03.2019;407;32.56;32.46;40.61
18.03.2019;663;79.94;139.47;16.62
19.03.2019;740;107.43;142.81;59.56
20.03.2019;769;60.31;60.12;57.31
21.03.2019;820;88.87;56.38;107.49
22.03.2019;782;122.84;118.24;119.76
23.03.2019;1108;77.73;59.61;79.55
24.03.2019;493;67.19;66.99;78.22
25.03.2019;709;51.39;9.32;77.70
26.03.2019;672;88.73;108.11;65.58
27.03.2019;778;80.90;84.89;70.81
28.03.2019;733;81.35;81.10;75.16
29.03.2019;725;77.67;63.77;98.78
30.03.2019;1084;67.23;24.37;101.64
31.03.2019;445;22.33;14.84;24.76
01.04.2019;658;65.45;50.19;75.35
02.04.2019;710;60.65;9.30;93.11
03.04.2019;789;83.97;25.11;118.70
04.04.2019;776;72.57;59.58;106.49
05.04.2019;791;71.19;33.40;97.50
06.04.2019;1074;58.60;24.60;82.07
07.04.2019;427;15.52;15.47;12.90
08.04.2019;650;96.83;111.77;76.28
09.04.2019;692;167.54;95.44;230.87
10.04.2019;781;76.35;25.37;112.86
11.04.2019;763;104.20;43.28;144.40
12.04.2019;895;103.63;81.18;166.19
13.04.2019;1062;81.10;31.10;114.12
14.04.2019;447;51.87;29.55;61.62
15.04.2019;643;56.67;41.09;59.97
16.04.2019;692;124.46;66.81;151.26
17.04.2019;685;67.70;67.49;56.30
18.04.2019;728;54.60;36.29;68.11
19.04.2019;581;51.31;22.74;66.37
20.04.2019;1003;46.24;32.92;60.42
21.04.2019;419;86.96;94.58;92.04
22.04.2019;587;95.93;90.01;84.47
23.04.2019;635;156.50;114.41;173.51
24.04.2019;713;88.27;138.95;30.91
25.04.2019;798;99.63;99.32;103.55
26.04.2019;767;129.57;103.33;150.83
27.04.2019;1110;53.72;41.65;64.52
28.04.2019;446;29.71;44.43;12.35
29.04.2019;674;68.81;58.80;98.08
30.04.2019;738;49.37;44.75;52.25
01.05.2019;700;61.52;9.44;102.31
02.05.2019;800;186.33;90.82;247.91
03.05.2019;850;70.15;54.39;77.77
04.05.2019;1087;51.81;24.30;65.89
05.05.2019;426;93.31;31.01;142.25
06.05.2019;638;134.99;103.52;164.06
07.05.2019;676;122.51;87.93;138.54
08.05.2019;759;56.74;26.11;87.10
09.05.2019;773;167.13;85.44;213.80
10.05.2019;804;135.96;57.50;178.15
11.05.2019;942;56.26;35.06;64.33
12.05.2019;425;31.18;62.16;0.00
13.05.2019;683;130.95;38.68;193.58
14.05.2019;706;248.68;93.55;351.14
15.05.2019;753;184.76;201.74;204.85
16.05.2019;794;158.54;199.64;131.83
17.05.2019;775;141.05;119.31;156.38
18.05.2019;1054;81.71;43.86;125.44
19.05.2019;463;57.24;42.80;71.39
20.05.2019;612;102.84;53.96;135.02
21.05.2019;707;131.19;84.08;163.63
22.05.2019;711;93.18;46.45;123.97
23.05.2019;743;102.54;97.78;88.97
24.05.2019;802;148.69;74.12;206.07
25.05.2019;1085;64.11;6.09;101.55
26.05.2019;417;39.72;0.00;66.06
27.05.2019;535;43.34;37.04;41.19
28.05.2019;620;69.46;0.00;115.51
29.05.2019;736;67.51;17.95;97.31
30.05.2019;799;120.23;107.46;124.11
31.05.2019;792;104.56;33.36;146.07
01.06.2019;1018;130.16;71.37;167.76
02.06.2019;457;28.99;43.36;24.11
03.06.2019;692;129.25;95.44;143.30
04.06.2019;716;69.40;18.45;100.02
05.06.2019;812;122.39;89.47;142.47
06.06.2019;759;82.92;60.91;116.13
07.06.2019;758;69.92;60.99;72.68
08.06.2019;1107;50.87;17.90;69.67
09.06.2019;430;53.93;30.72;64.06
10.06.2019;640;56.93;30.96;68.86
11.06.2019;758;74.29;52.28;87.21
12.06.2019;732;95.03;99.25;75.26
13.06.2019;780;114.67;59.27;169.51
14.06.2019;791;192.64;125.25;229.83
15.06.2019;1071;108.25;37.00;149.17
16.06.2019;424;62.50;62.31;64.96
17.06.2019;734;126.36;18.00;195.14
18.06.2019;798;157.74;91.04;200.20
19.06.2019;782;135.55;8.45;218.39
20.06.2019;776;72.57;25.53;106.49
21.06.2019;815;126.00;40.52;196.03
22.06.2019;989;167.47;106.85;211.67
23.06.2019;467;99.31;42.43;153.36
24.06.2019;619;171.25;21.34;284.80
25.06.2019;727;82.02;0.00;136.40
26.06.2019;803;123.76;24.68;198.96
27.06.2019;761;134.94;86.79;159.26
28.06.2019;904;153.90;87.67;201.10
29.06.2019;1074;83.28;36.90;117.98
30.06.2019;420;23.66;0.00;39.35
01.07.2019;736;112.52;26.92;172.16
02.07.2019;695;138.22;47.52;214.02
03.07.2019;694;66.82;9.52;103.19
04.07.2019;626;105.83;52.75;158.41
05.07.2019;741;98.35;35.65;141.26
06.07.2019;1019;52.01;38.89;54.06
07.07.2019;382;52.03;17.29;72.11
08.07.2019;681;53.51;9.70;80.90
09.07.2019;754;96.65;35.04;138.82
10.07.2019;756;100.78;26.21;153.03
11.07.2019;775;119.68;68.18;156.38
12.07.2019;833;107.37;39.64;145.50
13.07.2019;1023;77.71;38.74;96.93
14.07.2019;423;31.32;15.61;39.07
15.07.2019;640;31.06;30.96;43.04
16.07.2019;694;76.37;28.55;111.13
17.07.2019;720;147.23;82.56;198.94
18.07.2019;742;102.68;115.72;103.94
19.07.2019;747;48.78;17.68;66.37
20.07.2019;992;86.82;39.95;138.84
21.07.2019;380;61.02;17.38;86.98
22.07.2019;635;193.02;104.01;242.92
23.07.2019;666;139.27;99.17;198.52
24.07.2019;699;99.52;47.24;126.10
25.07.2019;712;74.44;37.11;92.85
26.07.2019;746;137.65;61.97;192.00
27.07.2019;1002;62.81;13.18;98.96
28.07.2019;417;31.78;0.00;52.84
